,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
54,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*훈,5,등록된 헤드라인이 없습니다,에어팟 프로. 에어팟3세대까지 쓰고난후버즈가 좋다고들해서 주문했어요가장맘에 드는것이 귀에 쏙. 안착이되어서너무 좋아요에어팟은 몇번잃어버린적이있어서애번 사는것도. 부담되고...삼성 갤럭시폰과 태블릿에 페어링연결도 굉장히 빠르게 되는편이라너무 편하게 쓰고있어요배터리잔량확인도 가능하고진작에 살껄이제 무선이어폰은. 삼성제품 쓰려고요 운동할때출퇴근할때  넷플릭스볼때아주 요긴하게 쓰고있어요히힛 ~
55,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",크마잉,5,역시 버즈 프로,"이름에서도 보이다시피 버즈프로 1세대의 후속작이라는 느낌보다는 버즈2의 상위모델이라는 생각이 디자인과 음색 등에서 강하게 느껴졌습니다.디자인은 기존의 버즈프로의 모다피(?)같은 모양이 이슈가 꽤나 있었던 터라 버즈2와 같은 기존 버즈,버즈플러스와 같이 변경된 것 같습니다. 제 귀에는 잘 안맞고 계속 빠져서 타사 폼팁을 구입했습니다.노이즈캔슬링의 강화, 더욱 맨질맨질하고 보드라운 촉감의 변화, 24비트 Hi-Fi지원 등으로 솔직히 버즈2를 사용하던 사람이라도 큰 만족감이 있겠습니다. 음색 성향은 기존 버즈프로1세대, 버즈라이브와 같이 극저음, 저음역의 강조보다는 좀 더 다채로워진 대중적 사운드를 들려줍니다.저는 버즈프로1세대의 그 저음강조가 마음에 쏙 들었던 터라 이렇게나 색이 바뀌어서 조금 당황했네요."
56,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",베니키아,5,다 필요없습니다...버즈2프로 완전 강추합니다,고르다 고르다 이것 저것 다 사서 사용해밨지만성능은 에아팟과 버즈2프로랑 거의 비스한것 갔습니다.버즈2프로가 배터리 사용시간이 좀더 오래가는것 갔습니다노이즈갠슬링 성능은 최고네요.아주 좋습니다...강추합니다
57,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",노*민,5,먼저 쓰던 버즈를 잊어 먹어 구입,버즈 최신제품이라서인지 음질등 모든면에서 대 만족입니다. 귀가 즐겁습니다.
58,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",얼린쿠키,5,매트한 컬러와 재질이 제대로 취향저격,"버즈플러스 쓰고있다가 넘어왔어요....너무 좋은 거예요..,컬러가 일단 너무 마음에들고노캔이 생각보다 괜찮아서 기대이상이었어요운동하면서 노래듣는데센터음악소리가 아주 커도 거의 안들리더라구요만족해요"
59,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*기,5,등록된 헤드라인이 없습니다,프랑스의 드비알레 제미니 일본의 소니 마크4 독일의 젠하이저 모멘텀3  미국의 보스 덴마크의 자브라까지 많은불루투스 이어폰을 사용하고 있지만이번 갤럭시 프로2 가 최고의 가성비 입니다 소니와 젠하이저와는 음질은 비슷한데 편의성에서 앞서고 특히 메세지 읽어주는 기능 좋습니다 운전할때 핸드폰 보기 위험하니까요  프랑스제품인 드비알레 보다 음질은 떨어지지만 차이가 극소하고 대신 앱연결성 사용 편의성은 드비알레하고는 어른과 아이수준 만큼 갤럭시 가 좋습니다 노캔은 보스가 소니도 제치고 최고인것 같은데 갤럭시도 쓸만한 정도가 아니라 보스만큼 좋습니다 갑자기 쿠팡가격이 내려서 10만원후반대 팔기에 잽싸게 질렀습니다 쿠팡은 주식처럼 가격이 실시간 변동되니 쌀때 사세요
60,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",무스,5,주변소음,2주동안 사용하면서 느낀점  귀에 꽂고 주변소음이 이렇게 조용해지나 싶었습니다 음향이나 음악도 잘들리고 그저 아무것도 안할때 귀에 꽂으면서 다니면 완전히 조용해 지는건 아니지만 느낌상 70정도 조용해져그렇게 다닙니다 음악도 안둗고 이렇게 조용해지니 내가 그동안 이런소리에 듣고 살았구나 싶습니다 가격은 부담일지 몰라도 귀나 나나 아깝지 않은 가격이 이네요 주위 점은 넣다 뺄때 덤벙대지 말고 하길 바랍니다 저처럼 몇번 떨어지면 찾는데 긴장합니다 ㅎ충전 엄청 빨라요
61,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",전*진,5,슬슬 가격이 떨어지네요,출고가 27만원에서 23 19 드디어 18만원선이 무너지네요.최신제조품으로 잘받았어요
62,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*찬,5,새거 보내주는게 맞나요..?,새거에서 귀지가 나오고 흠집이 왜나지.. 그것도 교환한거에서.. 불편한건 없으니 이대로 쓰기로.. 처음에 흠집때문에 교환했는데 교환한거에서 귀지가 나왔어요.
63,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",정*희,4,불편한 점,"확실히 전작 버즈2 대비 노캔, 통품, 음질 다 우수합니다.허나 제가 귀가 작아서 버즈2때도 제품이 귀에 잘 고정이 안되고 빠져서 불편했었는데, 버즈2 프로도 마찬가지로 귀에 잘 고정되지 않고 쓱 빠지네요.기본 이어팁 그 어떤 것을 써도 마찬 가지여서 매우 불편합니다.그래서 현재 삼성서 파는 메모리폼 이어팁을 사서 끼니 확실히 잘 잡아줘 만족스럽네요.이어팁만으로도 충분히 해결 될 문제 같은데, 너무 외이도염 이슈에 신경 쓴 나머지 귀 작은 사용자들 생각은 안한것 같은 부분이 너무나도 아쉽습니다.한국을 주도하는 기업 답게, 이런 사용자들의 불편함까지 세심하게 고려하여, 작은 귀에도 잘 고정되는 이어팁을 기본으로 제공해 주면, 이리 출시 한 달만에 급히 할인 때려야 할 일 없이 제품이 원가대로 날개 돋힌듯이 팔리지 않았을까요?"
64,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*현,5,좋은 무선 이어폰,버즈2에서 주변소리 듣기 모드가 너무 마음에 안들었어서 삼성폰이지만 에어팟 프로 쓰고 있었는데 버즈2프로 가격이 너무 좋아져서 구매해봤습니다.에어팟2 프로는 제가 사용을 못해봐서 비교는 어렵고 에어팟 프로랑 비교했을때 차이를 못느낄정도로 노켄 및 주변소리 모드가 훌륭했습니다. 만원 상태인 지하철에서 끊김도 없고 노켄 시 오히려 에어팟 프로보다 이압이 더 적게 느껴지고 소음만 차단되는 느낌을 많이 받았어요.디자인 무광 블랙 매우 만족.삼성폰 쓰고있다면 강추합니다.
65,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*민,5,캬~ 진심 돈이 안아깝네요!,"솔직히 주문전에는 ..  가성비살까.. 비싼데 이거살까음청나게 고민했어요ㅋㅋ부모님이, 돈벌어서 뭐할거냐 음악많이 듣는데 그거라도 좋은거사라 하셔서,일단 주문해놓고,포장 뜯을때까지만해도 돈 괜히썼나? 했거든요~듣기시작하니! 돈이 하나도 안아까운 이 음질!ㅋㅋ미치네..  클래식부터 힙합까지 다듣는 스탈인데~조성진 공연 360도 설정해놓고들으니 공연장 온느낌ㅠ오늘 힙합까지 다 들어볼거에요! ㅠ넘좋당 진심ㅠ 이 날아갈듯한 음질! 다필요없고..  행복해뒤지겠네요캬..  이디엠 들으니 헬스장가서 뛰고싶은 이 미친음질..  원래 쿠팡후기 잘안남기는데 감동해서 남깁니다.이만 기분좋아서 삼성전자 주식사러 가보겠습니다..  ♡사랑해 삼성..  분명 다시 9만전자 가게될거야♡"
66,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*솔,5,버즈 라이브에서 갈아탔습니다.,귀가 꽉 막히는 예전 줄 이어폰 같은 느낌을 별로 안 좋아해서 버즈 라이브만 쭉 사용해오다가 이번 생일선물 겸 구매해봤습니다. 기존 버즈보다 작아서 착용하기 편하다고 해서 삼성전자가서 착용 해보고 쿠팡에서 구매했는데 가격도 더 싸고 출근하면서 주문하고 퇴근하면서 받으니 더 편했습니다. 처음에는 어떻게 착용해야 하는지 요령이 없어서 오른쪽 귀는 착용하기 어려웠는데 몇 번 해보면 어떻게 넣어야하는지 대충 감이 잡혀서 지금은 아주 잘 쓰고 있습니다. 물론 지금도 잘못 끼우고 있으면 조금 불편합니다···라이브만 쓰다가 이거 쓰면서 노이즈 캔슬링의 진가를 알았습니다. 버스로 출퇴근하는지라 소음 때문에 진짜 불편했는데 노이즈 캔슬링을 사용하고 난 후부터 아주 편하게 다니고 있습니다. 3가지 색상 중에 바이올렛이 제일 예쁜 것 같아요. 잘 사용하고 있습니다 :)
67,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*희,5,역시 갤럭시엔 버즈네요,"[갤럭시폰 + 에어팟프로] 조합으로 몇 개월간 고생하다가 버즈로 넘어왔습니다. 호환성이 안 좋아도 연결만 되면 괜찮지 않나 싶었는데, 연결 할때마다 스트레스.. (귀에 꽂는다고 끝이 아님)개인적으로 무선 이어폰에서 제일 중요하다고 생각하는게 착용감인데, 완전 만족해요. 개인적으로 에어팟 프로보다 편하네요. 그리고 케이스 열고 닫을때마다 느끼는 힌지 감촉(?)이 진짜 너무 좋아요!!!무광이라 고급진 느낌 강한데 힌지 감촉도 이게 프로구나 싶음(에어팟 반성좀)단점으로는 쓰는 도중에 귀에 잘 안착시키려고 조금만 건들어도 터치 1회로 인식되는 점이네요. 터치 1회는 보통 일시정지/재생으로 쓰는지라 조작감 부분에서는 에어팟프로보다 별로네요(그래도 팟프로보다 착용했을때 잘 안빠지긴 해요)"
68,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",허*행,3,등록된 헤드라인이 없습니다,오른쪽 귀는 은근 아프네요.좀 살살 끼면 그나마 나은데 헐거운 느낌이 좀 있네요.ANC켜면 확실히 광탈하고 음질은 예전에 쓰던 라이브보다 좀 풍성함이 낮아진 느낌? 적응하거나 EQ좀 만져주면 되겠죠.그리고 터치부분이 좀 넓다고 느껴집니다.음악 들으면서 위치 조정좀 하려 만지면 노래가 끊기거나 ANC나 다른 기능이 켜지거나...--------------------------------------------------------다이소 메모리 폼팁 끼니 좀 괜찮네요.그래도 오른쪽 귀는 여전히 덜 맞지만...
69,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",원*희,5,너무 좋아요,노이즈 캔슬링 무서울 정도로 좋아요 ..강쥐 산책 시킬 땐 꺼야겠어요!버즈 플러스 쓰다가 점점 배터리 수명이 짧아져서 불편해하던 즁이라 고민하다 바꿨는데 잘 산 것 같아요배송도 로켓이라 넘 빠르고 최고에요!!근데 가격이 하루도 아니고 3-4시간 단위로 변동 되는 것 같아요18만원 일때부터 봤는데 일주일 새에 17만 초반 까지 내려와서 샀어요..
70,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",연건,5,대체 언제까지 충전할래?,"▶ 구매가격 : 240,680▶ 버즈 프로에서 넘어왔습니다. ▶ (만약 버즈2 프로가 PC와 연결이 되지 않는다면, 손가락 두개로 양쪽 유닛을 3초간 눌러주면, 빨간색 불이 깜박이며 들어오는데, 그때 다시 PC에서 연결 해보시면 됩니다.)▶ 착용감은 전작보다 좋은 편이고, 버즈 프로보다 가볍습니다. (고개를 흔들어도 안떨어집니다.)▶ 버즈2 프로 전용앱에서, 내가 지금 귀에 잘 착용하고 있는건지, 테스트 해주는 기능도 있습니다.▶ 흰색을 구매했는데, 나중에 때를 많이 탈 것 같습니다.▶ 쿠팡안심케어도 신청했는데, 솔직히 이게 필요한지는 모르겠습니다. 대부분 삼성서비스센터에서 무상수리도 가능하니까요."
71,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",혀누이,4,그냥저냥 쓸만한 정도,"디자인,연결 편의성, 간편한 제어, 자사 휴대폰과 호환성은 높게 평가할만함.근데 그게 다임. 이퀄도 그저 그렇고 고음 깨지는 건 똑같음결국 저음 특화로 밀어야되는데 구현도가 영 아님노캔? 고음역대 다 들림. 노래가 반 이상은 가려주긴함 문제는 고음역 음질이 듣기싫을정도결국 본질은 28만원 주고 노래듣기엔 아깝지만20만원에 산것도 지금 생각하면 아깝네.에어팟 3랑 비교했을때 너무하다 싶을정도였는데 프로는...뭐 가격차이도 있고 말은 그렇게했어도 버즈도 중급기 이상은 함에어팟도 소니에 밀리는 것도 사실이고결론은 20만원이니깐 살 사람은 이때 사라.단, 너무 기대는 하지말자."
72,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",성*욱,5,등록된 헤드라인이 없습니다,역시 노이즈캔슬링 기능은 상당히 좋은편이에요근데 사람 목소리 통화할때 주변 소리 다 들려요노이즈 캔슬링 켜고 음악 들을때도 주변 소리 다 들리고충전 케이스에 이어버드 안 넣어두면 배터리 달아요그리고 360오디오 기능 있어야 되는데 없네요 ㅠㅠ
73,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",한*화,5,아이팟 프로를 살라고했는데 가격대비 가성비 굳,우선 화요일날 도착한다고했는데 월요일날 와서 배송에 만족했구요버즈2 쓰다가 일하다 잃어버려서 버즈2프로를 산건데 가격이 좀더나가는만큼 통화중 소음이나 통화시 불편함이 없다는기 가장큰 잘정인거같습니다.버즈2썼을때는 울린다라는 이야기를 많이들었거든요버즈2프로는 울린다라는거보다는 목소리가 상대방이 불편함없이 들을수있다는게 장점인거같습니다.아이팟과 비교해봣는데 주변 지인들은 좋다고하네요.만족합니다 !
74,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*지,5,버즈를 왜 이제서야 샀을까..,그동안 아무 이어폰이나 써왔던 저. 이런 음질이 가능했다는걸 버즈 써보고 알았습니다...  평소 즐겨듣던 노래가 전혀 다른 것인 듯 미친 퀄리티의 음질에 눈물흘릴뻔 삼성 사랑해요.노이즈캔슬링 장난 아닙니다. 혼자 우주에 떠있는 기분이에요 물속에 있는 기분이기도 합니다.착용감 너무 가볍고 편안해요배송받았을 때 이어폰 배터리가 15퍼 뿐이었던건 조금 슬펏지만 이까짓게 대수냐 대만족입니다. 세일가로 20만원 이하에 겟한것도 행복하네요
75,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",조*명,5,등록된 헤드라인이 없습니다,이전 버즈프로사용자입니다.이번에 새로 버즈2프로가 나왔다고해서 새로 구매해봤습니다.생각보다 만족하는점이 너무 많았습니다.이전보다 노캔기능도 더 좋아졌고착용감도 더 좋아졌고음질같은경우도 어플통해서 실시간으로 조절하는기능이 눈으로 보여서 좋았습니다.아 그리고 제가 최근에 회사에 본체를 놓고 갔었는데.퇴근하고 유닛배터리가 82퍼정도 남아있었는데.그다음날 출근할때 46퍼정도 남아있어서 음악 듣고 출근한 기억이 있습니다.진짜 많이 놀랐습니다. 방전될줄알았거든요.이점에서 배터리 사용시간 생각도 안했는데. 너무 좋았습니다.
76,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",신소연,5,방금 택배 받은거고,"배터리 사용량은 잘 모르지만 너무 만족합니다 싸게 잘 구입햇네용 ㅎㅎ 워치는 사용해도 버즈에 첨 입성해서 낮설지만 오래오래 유용하게 잘 써보려구요 ㅎㅎ 무광, 보들보들 너무 좋습니다 ㅠㅠ 친구들 에아팟 쓰는거 보면 다 유광에 지문 남던데 무광이라 너무너무 좋아요 ㅠㅠ"
77,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",정*수,4,디자인:상  착용감:중  음질:중상~상  노캔:중~중상,"디자인: 케이스랑 이어버드가 다 무광제질이라서 흠집걱정이 없음.촉감은 진짜 부드럽고 좋음 이어버드도 호불호 없을만한 모양이고무광이라 더 예쁨. 그리고 케이스랑 색깔이 같아서 더 마음에 듬착용감: 귀에 꽉찬 느낌.그런데 이어폰이 좀 뚱뚱해서 그런지 좀만 말해도 이어폰이 좀 헐거워짐 심하진 않음. 가만히 음감할거면 괜찮음음질: 저음,해상력,공간감,웅장감 다 좋지만 고음에서 찌르는 느낌이 있음. 특히 ㅅ발음할때 잘 느껴짐. 이거 빼고는 진짜 다 좋음노캔:바람소리는 거의 다 걸러내줌.하지만 버스에서 엔진소리나 안내방송은 좀 들어옴. 근데 이거는 노래들으면 커버 가능할 정도임노캔은 좀 아쉬움"
78,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",루피짱구,5,등록된 헤드라인이 없습니다,"아빠 추석 선물로 사드렸습니다!성인남성에게 어울리는 블랙으로 골랐고, 무광이라 더 세련되보이고 이뿌요! 바로 케이스 씌웠구요 투명케이스 끼워도 이쁘네요 ㅎㅎ통화품질도 괜찮고 음질도 좋아요~제가 음성품질에 둔감해서 솔직히 질 모르겠어요 ㅋㅋ카드할인 되길래 카드할인 받아 그나마 좀 저렴하게 구입한 것 같습니다.아빠도 어디 구석에 안두고 잘 쓸거에요"
79,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",양*현,5,이번뽑기는잘한듯 하네요,버즈플러스쓰다가 한쪽이고장나서. 버즈2를구입 뽑기잘못해서 한쪽만끼고 통화를하면상대방이잘안들린다고 짜증난다고ㅠㅠ...걍노래듣고 유튭보는것만으로쓰다가 앞집언니가 자기한테팔라고해서리 반값에처분하고 버즈2프로구입오자마자 한쪽만끼고 통화! 상대방 안무반응없음노래잘들림유튭잘들리고 노이즈캔슬링잘돼고 소리차단잘됌일단은 온지3시간도안됐으니 좀사용해보고 후기 다시올리겠음
80,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*기,5,버즈 프로1에서 버즈2 프로 차이점,버즈 프로 구매했다가 버즈 프로2로 갈아탄 사람인데요저는 귀가 작은편이라 착용감에 민감한데 버즈 프로보다확실히 착용감은 개선된듯하네요디자인도 버즈 프로1보다 예쁘고 고급스러워진 것같네요음질은 확실히 부드러워진게 느껴지네요무엇보다 통화 음질에서 버즈 프로1과 큰 차이를 느꼈어요버즈 프로1은 약간 상대방 목소리가 약간 부자연습럽게 느껴진 방면 버즈2 프로는 음질이 확실히 자연스럽고 부드러운게 느껴지네요물론 제 개인적인 관점에서 볼때 그렇게 느껴집니다버즈 프로1과 버즈2 프로 둘중 어떤걸 사야됄지 고민하시는 분들이있다면 전 버즈2 프로 추천드립니다
81,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*성,5,버즈2 프로 최고!,"다른 버즈 시리즈에 비해 여러 부분이 개선되었다고 해서많은 유튜브를 통해 구매후기를 본 후에 구매 결정을 하게 되었습니다.워낙 세심하고 하나하나 다 들여다보는 성격인지라 구매하는데 있어서도 많이 고민을 하였는데,듣던대로 소리 음질, 통화, 착용감 등 많은 부분에서 정말 만족합니다.고민했던 시간이 무색할 만큼 좋은 제품을 잘 고른것 같습니다.처음 구매시 가격이 좀 높은거 아닌가~ 하는 생각도 들었지만저렴한 이어폰을 써본 과거의 경험을 빌리면확실히 버즈2 프로는 비싼값을 한다고 생각합니다.금액이 비싸다고 느끼지 못할만큼 아주 만족하며 사용중입니다."
82,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",구*회,5,막귀,라서 음질은 잘모르겠는데 옷입히기 할려고 샀습니다^^좋네요.그나저나 입혀놨던 옷이 안벗겨져서 큰일이네.옷이 마음에 들었나?
83,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",정*길,5,아주 좋습니다.,아주 좋아요! 착용감은 에어팟이 훨씬 좋긴 한데 폴드로 바꾸면서 에어팟은 아웃. 근데 음질이랑 노캔은 아주 만족스럽습니다! 착용감은 사실 커널형은 다 불편해서 어쩔 수 없는거 같습니다. 고음부 날카롭게 찌르는 느낌이 드는데 플라이어 폼팁 같이 사용하면 싹 사라져요. 아주 좋습니다
84,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",수탉,5,등록된 헤드라인이 없습니다,버즈2프로 자체는 만족입니다 근데 사자마자 이어캡 작은걸로 낄려고보니 불량이더라구요그래서 교환하는데 사자마자 이틀쓰고 4일정도 기다렷다 교환받고 이어캡 다보니 멀쩡해서작은걸로 바꾸고 하루쓰고나니 찢어져있네요 교환할까말까 하다가또 기다리는거 귀찮아서 쓰고있긴합니다 프로자체는 제가 프로시리즈만 안써봐서 만족하면서 쓰는데 무선 이어폰쓰다가 이어캡때문에 불만생기는건 첨이네요 쯥....
85,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",박*림,5,추천,삶의 질이 달라졌어요! 지하촐이나 시끄러운 곳에서도 통화도 잘되고 음질은 eq 맞춰서 사용하고 있습니다!노이즈캔슬링이 완벽한건 아니지만 오히려 안전한 느낌을 받아서 매어 만족하고 있습니다! 색도 너무 마음에 들고 모양도 이쁘고 착용감도 좋습니다!!
86,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*례,5,등록된 헤드라인이 없습니다,음질이 엄청 좋아요. 일반 저렴한 제품들과는 차원이 다르네요. 요즘 가격 다운이 많이 되어서 저렴하게 샀네요. 귀에 잘 착용되었는지 테스트가 가능해서 좋아요. 세심한 배려가 돋보여요. 이 가격 줄 만한해요^^
87,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*만,5,괜찮은디?,아이폰에서 갤럭시 폴드로 넘어왔는데에어팟프로 호환도 잘 안되고 배터리 잔량 확인이 안되서 당근으로 에어팟 날리고 구매했는데에어팟프로보다 음질도 좋고 배터리도 오래 가는거 같음 출시한지 두달 밖에 안됬는데 18만9천원이라 가격도 착한 편이고 오래 착용해도 귀가 안아파서 좋음철가루 붙는것도 에어팟은 무조건 흰색인데 그라파이트인가 어두운색 사니깐 좋은듯
88,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",최*순,5,아들 넘조아라하네요,울아들 수능잘치라고 사줬어용필요없다하더니만 막상받으니 입이귀에걸려요ㅋㅋ노이즈기능 걸어다닐땐 사용하지말아야겠다네요진짜 주위소리안들려서 위험할꺼같다고ㅋㅋ그만큼 성능이좋다는거겠죠음악듣는거좋아하는 울아들 신났어요이 기분으로 수능도 잘보길^^
89,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",최*희,5,완전 만족!!!3만원짜리 쓰다 써보니 신세계~~,그냥  저렴이를 쓰다가 귀도 아프고 잘빠져서 침대누워서만 이어뽄쓴지 2년..큰맘먹고 버즈2프로 구매..진짜 고민은 배송만 늦출뿐...음질 성량 착용감 진짜 대박~~넘무 좋아서..하루종일 착용하고픈 ㅋㅋㅋㅋ노래음원이 이리 좋은줄...세상 감탄만 해놓는 품평쓰긴 처음입니다삼성정품 조금 싸게 잘 구매해서 좋구 빠른배송 튼튼포장 한번더 감사합니다♡
90,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*우,5,버즈 소리가 또렷하게 잘들리내요,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트 버즈 소리가 또렷하게 잘들리내요삼성매장 가서 디자인 보고 주문했어요너무 맘에 들어요"
91,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*수,5,최고최고,배송 제품 말모말모선물해줬는데 너무너무 만족 대만족하네요.선물한자도 기쁜제품^^ 직접보니 컬러도 제품도 컬리티가 너무좋아요.추천추천!!♥
92,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*주,5,이 가격에 잘 산것 같네요,유선이어폰 쓰다가 너무 불편해서 이번에 샀는데음질도 괜찮고 페어링 속도도 아주 빠릅니다귀에 꽂으면 통증이 있긴합니다만 장시간 사용이 아니라서 참을만 하네요
93,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",할라냥,5,미쳤다.,노이즈 캔슬링 몇 년 동안 그렇게 좋다좋다 얘기만 들었지 써 본적은 처음인데 너무 감격스러워요ㅠㅠㅠㅠㅠㅠㅜㅠㅠㅠ 진짜 최고예요!!!!!!!출퇴근 지하철로 왕복 2시간인데 소음때문에 진짜 귀청 터져라 노래 크게 틀고 겨우 자면서 갔는데 이건 노래 안 틀고 끼기만 해도 소음 거의 안 들려요ㅠㅠ 18만원이 전혀전혀 안 아까워요!!
94,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*수,4,좋았지만 주변소리 듣기랑 노이즈 캔슬링이 조금 별로,디자인도 좋고 처음 착용감 자체는 좋았지만 오래동안 착용하면 불편해지는건 어쩔 수 없었던 것 같지만 주변소리 듣기랑 노이즈 캔슬링 부분에서 실망이다.주변소리 듣기는 찢어지는 듯한 높은 고음이 계속 들릴 때가 있고(평소에는 안들리다가 가끔씩 이상할 때가있다) 노이즈 캔슬링은 좋지만 기계음 같은 부분이나 높은 음 부분에서 전에 쓰던 3만원짜리 무선 이어폰보다 약한 모습을 보여준다.
95,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",정*희,5,선물템,이번에 엄청 저렴하게 풀려서 엄마한테 선물해줬오요 ㅎㅎ쿠팡에서 가격이 엄청 저렴하게 나와서 좋아요!!!!색상은 보라색으로 골랐는데 실물로 보니 예뻐요❤다음에 또 할인하면 제껄 구매하겠슴당
96,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",박*혁,5,버즈2프로 써본결과,아이폰을 사용하면서 에어팟프로 구매해서 사용했었는데지플립4를 구매하면서 기존 에어팟프로와 호환성이 좋지않아서 버즈2프로를 구매했습니다.에어팟이 호환성도좋고 음질도좋다고 생각했었는데버즈2프로 삼성폰이랑 사용하면 완전좋습니다일단 통화할때 상대방에서 더 잘들리고 주변잡음이 없다하고 음질도 좋습니다 노이즈캔슬링 차이도 없더라구요 귀에서 잘빠질줄알았는데 안빠집니다오히려 운동할때 에어팟이 더잘빠지는 느낌??이구요구매하는거 완전추천합니다
97,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",여*상,5,빠른 배송 감사합니다.,저렴한 가격에 잘 샀어요.기존에 쓰던 버즈+ 보다착용감등이 훨신 좋아요.
98,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*진,5,버즈프로떼있더외이도염이슈가버즈2프로는그전작보다유닜의크.,기가줄어들고충전단자의위치도바뀌어그전작보다큰게선과큰변화를가저다주고음질과노캔의성능도훨씬조아지고통화품질도그전작보다좋아젔는데외이도염이슈가다시나타나고있단점을주이하시고신중히고민하여구매를추천드립니다저는만족하며사용중입니다항상신중하게고민하여구매핮시길바래요그리고외이도염떼믄에불안하신분들은버즈2를추천들여요프로와2프로만큼은아니여도성능이좋키예외이도염 이무서우신분들은버즈2를사새요
99,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",JourneyP,4,귀가 아픈 것만 빼면 껴본 이어폰 중 최고인거 같아요!,제가 이전에 버즈 라이브를 예약구매로 사서 쭉 사용하다가 버즈2 프로가 좋다길래 사봤거든요일단 노이즈캔슬링부터 다르더라고요.. 버즈 라이브는 노이즈캔슬링을 켜도 약간 조용해진 느낌이라 원래 이런건가? 하고 사용했었는데 이번에 받고 켜보니까 주변에서 말하는 사람 말소리도 웅얼거리듯 작게 들리고 잡다한 소리같은 거는 모두 차단 돼서 들려요음질도 노래에 더 집중하며 들으니까 좋았구요그런데 제가 귀가 안 맞는 건지 착용하고 노래를 틀지 않아도 10분정도 뒤면 귀가 계속 아파와요이것만 빼면 정말 좋은 거 같아요
100,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*원,5,엄청 좋고 맘에 쏙 듭니다,음질 굿.노이즈 캔슬링 굿빅스비도 굿통화도 굿일단 한번 써 보시길. 좋아요
