,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
24,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",쯩쯩,5,정말 만족스럽게 잘 받았습니다,남편이 핸드폰 바꾸고싶다고해서 사전예약으로 바로 구매하게 되었어요 ~ 인기 많았지만 사전예약 있길래 바로 구매했네요 ㅋㅋ사전예약이라 이것저것 많은 혜택 받을 수 있어서 좋았네요 이런거보면 삼성이 좋긴 하죠^^사용한지 좀 됐지만 아직 아무이상없이 잘 사용중이네요 ~!
25,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",다힘,5,좋아요,폴드2 사용자 였습니다.폴드2 때는 아직 호환되는것이 많이 없다보니 1년 사용후에 처분하고 폴드4로 돌아왔습니다.확실히 호환이 좋아졌고 색상 베이지가 이쁘네요.
26,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",이*화,5,완전 좋습니다. 최고 입니다. 많이 파세요. 역시 쿠팡,완전 좋습니다. 최고 입니다. 많이 파세요. 역시 쿠팡입니다. 좋습니다.
27,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",이*백,5,등록된 헤드라인이 없습니다,비싸지만 부모님 드릴거라 안아까움너무 좋아하셔서 뿌듯합니다.
28,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",김*환,5,너무좋아요,폴드1쓰다가 이번에 3년만에 바깠는데 폰도 이쁘고 화면도 크고 너무 좋은거 같습니다.그리고 빠른배송에 너무만족합니다.
29,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",손병찬,5,등록된 헤드라인이 없습니다,"벼르고 벼르다 구입했습니다예구 및 카드할인으로 174만에 구입했습니다23일 새벽에 도착했으며 이상없었습니다전면은 생각보다 좁았으나 펼쳤을때 사용감이 장난아닙니다게임, 서핑, 영상시청 이 모든것이 일반 폰보다 만족스럽습니다.고전게임하기에도 딱 좋은 크기입니다.무게는 묵직한 편이나 태블릿 사용하는 저한테는 너무 가벼워서 미니 태블릿 가지고 다니는 느낌이라서 너무 좋습니다.단지 배터리는 아직 최적화가 덜 됐는지 충전속도가 생각보다 느립니다.베이지 색 너무 좋아요흰색인듯하면서 테두리는 금빛나는게 고오급 스러워 보입니다 ㅋㅋ"
30,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",허*진,5,등록된 헤드라인이 없습니다,쿠팡으로 핸드폰을 구매할줄이야.다른데보다 가격도 싸고 무이자도 길어서 구매하기 좋습니다.배송도 놀랄만큼 엄청 빠르구요 만족입니다!
31,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",이*원,5,무조건 폴드4,완전 깔끔합니다. ***** 5점 : 배송 빠르구요. ***** 5점 : 제품 상태 굳입니다. 내안에 폴드4가 들어왔습니다. 가격도 타사이트 대비 저렴하고 아주 좋아요. 최신 폰이 들어왔다니 너무 좋네요.잘 사용할께요.
32,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",서*영,5,등록된 헤드라인이 없습니다,선물했는데 색상도 맘에들고 전작보다 얇아져서 좋은거 같아요 ㅎ
33,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",박*훈,5,등록된 헤드라인이 없습니다,아버지한테 선물드리려고 사드렸는데 아주 만족하면서 쓰시고 계세요 !양품체크도 확실하게 됐고 화면이 커서 좋아하시네요 ㅎㅎ물건좋게 잘 받았습니다 !
34,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",강*구,5,겔럭시Z폴드4평가,제눈엔 디자인. 색상 등 최고이고 멋집니다.노트10+ 3년 사용 하다가 바꿨는데 잘 선택한것 같습니다.  다만 우리나라  최고 고가의 핸드폰을 구입했는데 이어폰은 말 할것도 없고 충전기 본체도 없고 케이블만  넣어  주는것은  좀 야속합니다.저는 상품은 너무 좋습니다.
35,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",최*기,5,배송빠르고,지인이 추천해서 자급제로 샀는데 후회없이 잘산거 같아요~~^^♡
36,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",김*호,5,매우만족,가격이 오락가락하는편이라 좀 지켜볼 필요가 있네요매우매우 만족스럽습니다 특히 종이책으로 읽던 기술서적 보기 좋아요!
37,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",김*우,5,"삼성의 희망, 폴더블",솔직히 일반형 스마트폰은 보급형 시장이 아닌 프리미엄 시장에서는 양강이 아니라 애플 독주체제가 굳혀지는 것 같아요. 사실 일반형 스마트폰에서는 실망스러운 부분이 많았는데 폴더블 완성도가 높아지면서 이제 폴더블이 삼성의 진정한 플래그쉽이 되지 않을까 합니다. 아무튼 초기모델에 비해 점점 튼튼해지고 마감도 좋아진 것 같아서 맘에 드네요. 잘 써보겠습니다.
38,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",문*섭,5,등록된 헤드라인이 없습니다,"아이폰 8+를 무겁게 갖고 다녔던 터라, 생각보다 무겁지 않네요. 겁나 무거울줄 알았는데. 아이폰에서 갈아타니 지금 갤럭시 열공 중입니다. 후회없는 선택 갔네요."
39,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",박*우,4,등록된 헤드라인이 없습니다,전날 밤에 주문했는데 다음날 오후에 잘 받았어요 폰은 맘에 드는데 카메라가 영 신통찮네요매일 가격변동이 있는 것 같아 구매타이밍 잡는 것도 힘들었네요 하루 늦게 샀더니 7만원 가까이 내렸어요
40,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",유*기,5,아버지 선물로 사드렸습니다,노트10 쓰시고 주말마다 누워서 유튜브 보시는데 화면이 작아서 눈이랑 너무 가깝게 보고 있길래 큰 화면으로 보라고 사드렸습니다. 뿌듯하네요 ㅎㅎ
41,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",김*영,5,퀼리티 좋고 생각보다 무거움.,"처음쓰는 갤럭시 시리즈라 적응이 필요한것 같아요. 그리고 제품이 생각보다 무거워서 무게감이 느껴지긴 합니다.아직까지는 만족스럽게 사용하고있는데, 아이폰 14 나오면,,, 또 고민이 될수도 있을꺼같아요 ㅠㅠ(아직 안드로이드 체계가 저에겐 너무 어렵네요 ㅠ)"
42,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",김*민,5,등록된 헤드라인이 없습니다,넓어서   웹툽이나   영화보기  좋아요충전 할때   열감은 있어요~대체로  만족합니다
43,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",낮잠공쥬,3,등록된 헤드라인이 없습니다,펜이 별도라는걸 못 봣어요ㅜ 사전예약으로 구매햇음 좋앗을껄~생각보다 가볍네요 케이스 끼면 무거울란가~작은 손에 착 감기는게 편해요ㅎ 펜이 없어 아쉽긴하지만 뭐 노트사용할때도 펜사용을 안해서 개안아요ㅜㅜ^^;;
44,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",노*라,3,등록된 헤드라인이 없습니다,전 뽑기가 잘못된거 같네요 유투브나 넷플릭스 같은 동영상이나 게임을 하는중에 전화가 와서 받으면 전 잘들리는데 상대방은 제가 무슨 말을 하는지 모르겠다고 하네요 카세트 테이프 늘어진것처럼 소리가 뭉게지고 이상하다고 합니다
45,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",윤*현,4,등록된 헤드라인이 없습니다,예약기간때 구매했는데 예약기간 끝나자마자 바로 가격인하는 좀 아니지 않나요? 삼성폰은 진짜 예약하는게 아니라는걸 또 다시 느끼고 갑니다
46,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",한*훈,5,乃,20+ 쓰다가 넘어왔는데 확실히 누워서 한손으로 들고 영상보는것 무리네요전면화면 쓸때 키보드 누르는게 좀 힘들다 그래서 걱정했는데 적응되면 잘쓸거같습니다
47,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",편*훈,5,정말 저렴하게 잘구매한거 같아요~^^,자급제 휴대폰 쿠팡으론 처음으로 구매했는데 정말 맘에들고 가격도 저렴하게 살수 있어서 좋았어요~^^
48,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",이*희,5,아이폰에서 갤럭띠,갤럭시를 첨 써봐서 아직은 어렵지만 매우 만족스럽게 잘 사용하고 있습니다
49,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",김*리,5,정말 좋아요...,새벽에 핸드폰이 오는걸 확인하느라...잠도 설쳤네요~~(^^)기능도 디자인도 다 마음에 쏙 들어요 ~~
50,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",전*석,5,폴더블 기술은 역시 삼성!,그냥 최곱니다. 삶의 질이 향상되고 멀티 기능이 뛰어나다보니 내가 원하는 어떤 작업을 대로 할 수 있습니다.
51,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",윤*광,5,그냥 쓸려고,내가 살때는 182만원 몇시간 뒤에 보니깐 178만원 ㅠㅠ
52,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",원*혁,5,등록된 헤드라인이 없습니다,폴드 2 사용하다가 폴드 4 사용하니까전체적으로 모든면에서 개선된게 느껴짐. 만족
53,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",방*나,5,등록된 헤드라인이 없습니다,남자친구 선물로 사줬는데 엄청 좋아하네요ㅎㅎㅎ
59,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",김*범,5,하도 무겁다고 들어서 그런가,딱히 무겁게 느껴지지 않습니다.
61,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",권*창,3,등록된 헤드라인이 없습니다,그래도 사전예약으로 저렴하게 살수있었습니다
64,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",김*서,5,다좋은데 쪼금 무겁습니다,배송도 좋고 제품도 좋습니다
79,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",김*훈,1,봉인씰이 왜 개봉되 있는거임? 누가봐도 칼로 자른건데?,가격이 한두푼도 아니고 기분 개더러움
81,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",이*오,5,필요한 사람에는 그 무엇에도 대체 할 수 없는 폰,무게를 견디고 쓸 만한 크기 좋습니다
82,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",양*훈,5,등록된 헤드라인이 없습니다,비싼요금제 쓸거아니면 자급제로 사는게 더쌈
86,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",김*우,5,폴드4좋네요~^^,박도 이상없이 오고~배송도새격배송으로 바꾸고~다른곳보단 늦은듯하지만~만족합니다^^
87,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",강*우,5,등록된 헤드라인이 없습니다,고민고민 하다가 구매 했는데 아주 좋습니다 ㅎㅎ기존에 아이폰13프로에 케이스티파이 케이스 까지 사용해서 그런지 무게는 괜찮네요멀티 테스킹 기능 진짜 너무 좋습니다 너무 편리하고 좋네요!근데 배송왔을때 박스가 좀 찌그러져 있었습니다 그거 말고는 마음에 드네요!
88,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",윤*정,5,괜찮습니다,사전예약이라  좀  빨리  올 줄  알았는데 생각보다  늦었어요  23일  오후에  왔으니... 그래도  배송하는  분이  전화오셔서  고가의 상품이라  직접  받으시면  좋겠다  하셔서  문 앞에서  받고  사진  찍었네요 지역마다  다른 듯...그래서 상자가  찢어지거나  흠집이  난  곳은  없었네요  그러나  집에  없었다면  곤란했을  듯.. 물건은  잘  사용하고  있고  케이스도 미리사서  그걸로  끼다가  사전예약  사은픔도  와서  잘  쓰고  있습니다.  좀 더 써봐야  할 듯...
89,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",정*정,4,다좋은데 배송이별로에요.,다좋은데 그래도 200만원짜리 휴대폰인데 배송을 이따구로밖에 못하는지... 파손되면 책임지실껀지 궁굼하네요
90,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",이*진,4,등록된 헤드라인이 없습니다,배송에 기분상함. 도착했다는 문자받고 문열었는데 택배없음.혹시나 문 활짝열어보니 옆집에 택배가 놓여있음 혹시나 해서 이름 확인하니 내께 맞음내가 집에 없었다면 고가의 상품은 어떻게 되는건가요?아이폰쓰다가 쓰니 무게는 생각보다 무겁고 밧데리도 빨리 닳는것같아요ㅡ
91,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",박*기,5,등록된 헤드라인이 없습니다,"2, 3, 4 주욱 쓰고 있는데UDC 품질, S펜 내장 2가지 이슈사항을 제외하면 이젠 거의 완성 단계로 보여짐그런데 한가지 삼성 사전예약이 항상 그랬듯이 폰 오고나서 1주일 뒤에 케이스가 오는데그 사이 폰을 들고 다니질 못하겠음사은품 신청을 미리 받고 폰 배송할 때 사은품도 함께 배송되면 더할 나위 없겠는데삼성한테 이런 걸 바라기엔 무리겠지?"
92,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",김*비,5,드디어 왔네요,오자마자 개봉샷입니다 아직 써보진 않았지만 기대됩니다한달 정도 쓰고 나서 리뷰 추가 하겠습니다로켓배송 최고
93,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",홍*욱,5,등록된 헤드라인이 없습니다,제품 하자 없이 잘 받았습니다. 배송도 빠르니 좋네요 ^^
94,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",조*석,5,빠르게받았어요,새벽배송 완전빠르네요 상자 던지는 소리에 놀랐어요제발 조심히 다뤄주세요비싼거잖아요한달 사용후 상세 후기 올릴게요
95,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",장*아,5,배송걱정했는데 잘왔네요,배송얘기가 많아서 걱정했는데 안전하게 잘 왔습니다.새벽배송이라 보상판매 수거전에 받아서 좋았어요.디자인 맘에들고 좋네요. 잘쓸게요^^
96,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",정*현,5,좋은편입니다,도착보장일에 도착해서 다행이에요 갑자기 하루 늦처 진다길레 걱정되서 고겍센터 전화를 했었는데 다행이에요
97,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",오*수,4,등록된 헤드라인이 없습니다,시간은 정확한데포장에 신경 좀 써주세요.고가제품은 전체적으로 에어캡 한번 감쌀 수 있지 않나요?외부박스에도 충격흔적이 있고포장이 조금 성의가 없습니다.
98,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",안*철,3,쿠팡은 배송이 문제!,옆건물로 배송되서 찾느라 애 먹었네요.배송이 고질적인 문제인것 같네요.
99,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",이불최고,1,가격이 엄청 훅 내려가네요,이틀 전 구매했는데 판매가가 오만원이 떨어져있네요 ^^ s펜 살수 있는 가격인데 슬퍼져서 써봅니다...핸드폰은 만족해요 그런데 앞으로 쿠팡말고 이벤트 기간일때 오프라인 할인몰에서 살것같아요... 오프라인 할인몰보다 총 30만원정도 비싸게 구매한게 되었어요... 그거 외엔 다 좋아요 겉 박스가 구겨지긴 했지만 배송 잘 왔구요 핸드폰도 잘 작동하고 불량화소도 안보였어요3일째인데 더떨어졌네요... 199만원 다주고 샀는데... 3일만에 20만원 하락은 너무하지 않나요...? 이렇게 떨어질 줄 알았으면 구매 안했을텐데 맥미니 샀을때도 일주일도 안되어서 10만원 이상 떨어졌는데.. 쿠팡에선 다신 안사렵니다 속상해서 이제 구매 안할래요...
100,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",정*,2,등록된 헤드라인이 없습니다,폴드4 상품은 말해봐야 입 아프고 배송도 아주 만족~중고 보상 프로그램 신청하니 s22 울트라 b급 65 ㅎㅎㅎㅎㅎㅎㅎ그럴줄 알고 삼성가서 a급 점검 받아보고 보낸건데 b급이랍니다 당근이나 번장에 파세요 순 도둑놈들 올리바 라는 업체네요 집근처 매입하는애들도 70이상인데 또 반품은 내가 배송비 내야함 참고하시고 박스 쌩폰도 네고칠거같음 ㅋㅋㅋ기분 드럽고 더러움 올리바 부자되셈 중고폰 보상 쿠팡은 하지마세요 있던 손님도 떨어져 나가겠음
101,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",이*묵,5,등록된 헤드라인이 없습니다,배송부터  제품까지  완전 대만족 입니다.
106,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",이*한,5,핸드폰도 쿠팡,배송예약날짜 정확한 배송 감사합니다.
113,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",이*훈,1,왜 봉인씰이 다 뜯겨있는거죠?,봉인씰이 양쪽 다 뜯긴채로 왔네요. 이거 뭐죠?
116,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",J*I,5,역시 폴드4는 큰 화면이 매력이네요,믿고 사는 쿠팡빠른 배송 감사합니다
117,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",심*민,2,등록된 헤드라인이 없습니다,솔직히 너무 박스를 성의 없이 포장해서 보냈음.... 제품에는 상관 없다지만 혹시 모를 불상사를 위해 에어 랩으로 포장해서 보내는데 여긴 너무 막 보냄...
118,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",고*근,2,등록된 헤드라인이 없습니다,박스안에 휴대폰박스만 덩그러니 넣어서 얼마나 굴러다녔을지. 뾱뾱이 아까우면 신문이라도 채워주든가 아무리 남의 물건이라지만 성의라곤 찾아볼수가 없네
119,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",이*호,1,배송 신경 좀 써주세요,상자가 다찌그러져 왔어요.가뜩이나 자급제 배송도 다른데 보다 느려서 짜증났는데 심각하네요
120,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",번개장터,1,등록된 헤드라인이 없습니다,지폴드 백이 넘는상품 박스가 옆이 아에 다 찢어지고 상자는 너덜너덜 눅눅한상태로 왔습니다 불안해서 쓰겠나요
121,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 블랙",신한나,5,z플립상세후기,"카드할인으로 174정도에 구매했어용 핸드폰 바꿀때가되었다생각하고 있던중에 약정가입은 부담스러워서 자급제 무이자할부로 구매했습니다 사용후기를 적어보겠슴다1.생각보다깔끔한디자인2.영상보기를좋아하는 사람으로써 화면이너무커서 만족3.생각보다 주름부분이 신경쓰이지않음4.,s20울트라사용중이였는데 카메라화질이 그닥좋지않은느낌을 받았음 영상에서 누군가가 비교했을때는 폴드가더 좋아서구매했지만 만족스럽지않음5. 화면이크다보니 유투브 화질이조금 깨지는거같은느낌 1080설정해놓고보았을때 흐릿하다라는느낌을받았음6.무게감이생각보다있음. 아직까진.바지가내려가거나그러진않았습니다7.카메라부근안쪽에 살짝홈이있는디 기스인줄알고 놀랐음.8.흠집하나없이 잘왔음 구성품이 점점줄어드는게아쉽거 충전기 부가적구매할때 30프로할인해서 15000정도에 살수있는것도아쉬움..폰을삿으면 충전기는 기본아닌가싶음..9.터치민감도가 살짝떨어짐. 그전폰과다르게 살짝안눌리는기분을받음10.지문인식이너무빨라서 제대로 지문이인식되나 의심들지만 깔끔하게잘됨 ㅋㅋ11.발열 심하다정도까진아닌데 빨리발열이되는느낌은있슴12.배터리 진짜빨리닳음..3배는빠르게닳는듯.. 13. 접어서사용할때는 화면이좀작음. 펼치면 넓음. 애매한크기같은기분14.너무면적이넓다보니 짱짱한케이스와 필름 구매비용도 만만치않음15.기존에붙어있는필름에는 먼지가 잘붙음 지문도 잘뭍음 16. 필름무료부착 쿠폰을주는데 지역삼성에서 필름부착서비스를 종료함.17.케이스와 폰이따로오는관계로 정말조심히써야됨.18. 충전은 초고속충전"
122,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",나*지,1,등록된 헤드라인이 없습니다,배송을 12시간 늦게??????????????
123,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",타히맘,1,거지같은 쿠팡배송 거지같은 대응시스템ㅋ,상품박스가 저렇게 구겨져서옴반품은 검수하고 7일ㅋㅋㅋㅋ사전예약 의미없지 않냐니까4990원준대서 어이없어서걍 개봉하고 결함있으면 책임지라함씰도안뜯었는데 검수타령ㅋㅋ결국 폴드는교환신청함플립은 개봉예정
